CaseNo,CaseYr,Address,DateOpened,CaseType,Status,StatusDate,Closed
15033550S,2014,3550 PIMLICO PKWY,06-18-2014,Housing,Notice/Order Issued,06-19-2014,false
15033501S,2014,3501 PIMLICO PKWY,06-18-2014,Housing,Notice/Order Issued,06-19-2014,false
19840125#B,2014,125 WALLER AVE #B,06-20-2014,Housing,Notice/Order Issued,06-23-2014,false
17170221-239S2,2014,221-239 W SHORT ST,06-23-2014,Housing,Notice/Order Issued,06-23-2014,false
16012195,2014,2195 RICHMOND RD,06-23-2014,Housing,Notice/Order Issued,06-23-2014,false
26644321S,2014,4321 SOUTHMOOR PARK,06-24-2014,Housing,Notice/Order Issued,06-24-2014,false
26644309S,2014,4309 SOUTHMOOR PARK,06-24-2014,Housing,Notice/Order Issued,06-24-2014,false
26644301S,2014,4301 SOUTHMOOR PARK,06-24-2014,Housing,Notice/Order Issued,06-24-2014,false
26644300S,2014,4300 SOUTHMOOR PARK,06-24-2014,Housing,Notice/Order Issued,06-24-2014,false
26534301S,2014,4301 SHIPTONS END,06-24-2014,Housing,Notice/Order Issued,06-24-2014,false
13050568S,2014,568 MERRIMAC DR,06-24-2014,Housing,Notice/Order Issued,06-24-2014,false
13050563S,2014,563 MERRIMAC DR,06-24-2014,Housing,Notice/Order Issued,06-24-2014,false
11280640S,2014,640 LARAMIE DR,06-24-2014,Housing,Notice/Order Issued,06-24-2014,false
11280637S,2014,637 LARAMIE DR,06-24-2014,Housing,Notice/Order Issued,06-24-2014,false
11280636S,2014,636 LARAMIE DR,06-24-2014,Housing,Notice/Order Issued,06-24-2014,false
11280621S,2014,621 LARAMIE DR,06-24-2014,Housing,Notice/Order Issued,06-24-2014,false
11280629S,2014,629 LARAMIE DR,06-24-2014,Housing,Notice/Order Issued,06-24-2014,false
11280613S,2014,613 LARAMIE DR,06-24-2014,Housing,Notice/Order Issued,06-24-2014,false
11280601S,2014,601 LARAMIE DR,06-24-2014,Housing,Notice/Order Issued,06-24-2014,false
11280605S,2014,605 LARAMIE DR,06-24-2014,Housing,Notice/Order Issued,06-24-2014,false
27411361S,2014,1361 GLENVIEW DR,06-24-2014,Housing,Notice/Order Issued,06-24-2014,false
27674505S,2014,4505 GLENVIEW CT,06-24-2014,Housing,Notice/Order Issued,06-24-2014,false
27674501S,2014,4501 GLENVIEW CT,06-24-2014,Housing,Notice/Order Issued,06-24-2014,false
26004520S2,2014,4520 CLUBHOUSE DR,06-24-2014,Housing,Notice/Order Issued,06-24-2014,false
26004516S,2014,4516 CLUBHOUSE DR,06-24-2014,Housing,Notice/Order Issued,06-24-2014,false
26004513,2014,4513 CLUBHOUSE DR,06-24-2014,Housing,Notice/Order Issued,06-24-2014,false
31321324S,2014,1324 COPPER RUN BLVD,06-24-2014,Housing,Notice/Order Issued,06-24-2014,false
04890540S,2014,540 CROMWELL WAY,06-24-2014,Housing,Notice/Order Issued,06-24-2014,false
04890536S,2014,536 CROMWELL WAY,06-24-2014,Housing,Notice/Order Issued,06-24-2014,false
27111392S3,2014,1392 CORONA DR,06-24-2014,Housing,Notice/Order Issued,06-24-2014,false
05672208-2224CONDEM,2014,2208-2224 DINSMORE DR,06-25-2014,Housing,Notice/Order Issued,06-26-2014,false
04890529S,2014,529 CROMWELL WAY,06-26-2014,Housing,Notice/Order Issued,06-26-2014,false
04890525S,2014,525 CROMWELL WAY,06-26-2014,Housing,Notice/Order Issued,06-26-2014,false
31312389S,2014,2389 DOGWOOD TRACE BLVD,06-26-2014,Housing,Notice/Order Issued,06-26-2014,false
14820121S,2014,121 PENMOKEN PARK,06-26-2014,Housing,Notice/Order Issued,06-26-2014,false
14830123S,2014,123 PENMOKEN DR,06-26-2014,Housing,Notice/Order Issued,06-26-2014,false
14820125S,2014,125 PENMOKEN PARK,06-26-2014,Housing,Notice/Order Issued,06-26-2014,false
18953405S,2014,3405 TISDALE DR,06-26-2014,Housing,Notice/Order Issued,06-26-2014,false
11280632S,2014,632 LARAMIE DR,06-26-2014,Housing,Notice/Order Issued,06-26-2014,false
11280633S,2014,633 LARAMIE DR,06-26-2014,Housing,Notice/Order Issued,06-26-2014,false
11280617S,2014,617 LARAMIE DR,06-26-2014,Housing,Notice/Order Issued,06-26-2014,false
11280616S,2014,616 LARAMIE DR,06-26-2014,Housing,Notice/Order Issued,06-26-2014,false
11280609S,2014,609 LARAMIE DR,06-26-2014,Housing,Notice/Order Issued,06-26-2014,false
18953401S,2014,3401 TISDALE DR,06-26-2014,Housing,Notice/Order Issued,06-26-2014,false
14820127S,2014,127 PENMOKEN PARK,06-26-2014,Housing,Notice/Order Issued,06-26-2014,false
04890612S,2014,612 CROMWELL WAY,06-26-2014,Housing,Notice/Order Issued,06-26-2014,false
04890549S,2014,549 CROMWELL WAY,06-26-2014,Housing,Notice/Order Issued,06-26-2014,false
03641101S,2014,1101 CENTRE PKWY,06-30-2014,Housing,Notice/Order Issued,06-30-2014,false
03641123-1143S,2014,1123-1143 CENTRE PKWY,06-30-2014,Housing,Notice/Order Issued,06-30-2014,false
03641102-1104S,2014,1102-1104 CENTRE PKWY,06-30-2014,Housing,Notice/Order Issued,06-30-2014,false
03641106S,2014,1106 CENTRE PKWY,06-30-2014,Housing,Notice/Order Issued,06-30-2014,false
03641108S,2014,1108 CENTRE PKWY,06-30-2014,Housing,Notice/Order Issued,06-30-2014,false
03641110S,2014,1110 CENTRE PKWY,06-30-2014,Housing,Notice/Order Issued,06-30-2014,false
09200723#B-2,2014,723 HI CREST DR#B,07-01-2014,Housing,Notice/Order Issued,08-12-2014,false
16113613S2,2014,3613 RIVER PARK DR,07-03-2014,Housing,Notice/Order Issued,07-03-2014,false
00483554S,2014,3554 APPIAN WAY,07-03-2014,Housing,Notice/Order Issued,07-03-2014,false
00483560S,2014,3560 APPIAN WAY,07-03-2014,Housing,Notice/Order Issued,07-03-2014,false
01471415S,2014,1415 BEAUFORT DR,07-03-2014,Housing,Notice/Order Issued,07-03-2014,false
02073500-3502S,2014,3500-3502 BOLD BIDDER DR,07-03-2014,Housing,Notice/Order Issued,07-03-2014,false
03161300S,2014,1300 CANONERO DR,07-03-2014,Housing,Notice/Order Issued,07-03-2014,false
03161301S,2014,1301 CANONERO DR,07-03-2014,Housing,Notice/Order Issued,07-16-2014,false
03641126-1128S,2014,1126-1128 CENTRE PKWY,07-03-2014,Housing,Notice/Order Issued,07-03-2014,false
03641138-1140S,2014,1138-1140 CENTRE PKWY,07-03-2014,Housing,Notice/Order Issued,07-03-2014,false
03641142-1144S,2014,1142-1144 CENTRE PKWY,07-03-2014,Housing,Notice/Order Issued,07-03-2014,false
03641162-1164S,2014,1162-1164 CENTRE PKWY,07-03-2014,Housing,Notice/Order Issued,07-03-2014,false
03641165-1199S,2014,1165-1199 CENTRE PKWY,07-03-2014,Housing,Notice/Order Issued,07-03-2014,false
03641170-1172S,2014,1170-1172 CENTRE PKWY,07-03-2014,Housing,Notice/Order Issued,07-03-2014,false
03641178-1180S,2014,1178-1180 CENTRE PKWY,07-03-2014,Housing,Notice/Order Issued,07-03-2014,false
03651100-1104S,2014,1100-1104 CENTURIAN RD,07-03-2014,Housing,Notice/Order Issued,07-03-2014,false
09563500-3504S,2014,3500-3504 HONEY JAY CT,07-03-2014,Housing,Notice/Order Issued,07-03-2014,false
09563508-3512S,2014,3508-3512 HONEY JAY CT,07-03-2014,Housing,Notice/Order Issued,07-03-2014,false
14353504S,2014,3504 OLYMPIA RD,07-03-2014,Housing,Notice/Order Issued,07-03-2014,false
16113616S,2014,3616 RIVER PARK DR,07-03-2014,Housing,Notice/Order Issued,07-03-2014,false
03641180-1182S,2014,1180-1182 CENTRE PKWY,07-03-2014,Housing,Notice/Order Issued,07-16-2014,false
03641190-1192S,2014,1190-1192 CENTRE PKWY,07-03-2014,Housing,Notice/Order Issued,07-16-2014,false
03641204-1206S,2014,1204-1206 CENTRE PKWY,07-03-2014,Housing,Notice/Order Issued,07-03-2014,false
03641205S,2014,1205 CENTRE PKWY,07-03-2014,Housing,Notice/Order Issued,07-03-2014,false
03641208-1210S,2014,1208-1210 CENTRE PKWY,07-03-2014,Housing,Notice/Order Issued,07-16-2014,false
03641212-1214S,2014,1212-1214 CENTRE PKWY,07-03-2014,Housing,Notice/Order Issued,07-16-2014,false
03641216-1218S,2014,1216-1218 CENTRE PKWY,07-03-2014,Housing,Notice/Order Issued,07-03-2014,false
03641220-1222S,2014,1220-1222 CENTRE PKWY,07-03-2014,Housing,Notice/Order Issued,07-16-2014,false
03641224-1226S,2014,1224-1226 CENTRE PKWY,07-03-2014,Housing,Notice/Order Issued,07-16-2014,false
17290181-183,2014,181-183 SIOUX RD,07-03-2014,Housing,Notice/Order Issued,07-03-2014,false
22491508-5,2014,1508 CONTINENTAL SQ AKA 1500-1532,07-03-2014,Housing,Notice/Order Issued,07-21-2014,false
01031733,2014,1733 BAHAMA RD,07-03-2014,Housing,Notice/Order Issued,07-08-2014,false
13650333,2014,333 MULBERRY DR,07-03-2014,Housing,Notice/Order Issued,07-14-2014,false
12300135CONDEM#312B,2014,135-145 MALABU DR #312B,07-07-2014,Housing,Notice/Order Issued,07-07-2014,false
03641272EMER,2014,1272 CENTRE PKWY,07-08-2014,Housing,Notice/Order Issued,07-21-2014,false
12300135-145CONDEM#310B,2014,135-145 MALABU DR #310B,07-08-2014,Housing,Notice/Order Issued,07-21-2014,false
11650364#45-3,2014,364 LIMA DR #45,07-08-2014,Housing,Notice/Order Issued,07-15-2014,false
20410945-3,2014,945 WHITNEY AVE,07-08-2014,Housing,Notice/Order Issued,07-21-2014,false
43822809,2014,2809 STYX CT (AKA 2811 STYX CT),07-09-2014,Housing,Notice/Order Issued,07-21-2014,false
06080211-2,2014,211 EASTERN AVE,07-09-2014,Housing,Notice/Order Issued,07-16-2014,false
06080209-2,2014,209 EASTERN AVE,07-09-2014,Housing,Notice/Order Issued,07-16-2014,false
21012462,2014,2462 WOODHILL DR,07-09-2014,Housing,Notice/Order Issued,07-14-2014,false
13910160-2,2014,160 NEWCASTLE ST,07-10-2014,Housing,Notice/Order Issued,07-21-2014,false
03641205#9,2014,1205 CENTRE PKWY #9,07-11-2014,Housing,Notice/Order Issued,07-21-2014,false
17100152S3,2014,152 SHERMAN AVE,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
18061030S,2014,1030 STRADER DR,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
04780931S2,2014,931 CRAMER AVE,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
04780929S,2014,929 CRAMER AVE,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
04062207S,2014,2207 CIRCLE DR,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
07510523S2,2014,523 FREEMAN DR,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
07510518S2,2014,518 FREEMAN DR,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
25262217S,2014,2217 ACORN CT,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
07770638S2,2014,638 GAY PL,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
28562244S,2014,2244 BELMONT DR,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
01360128CONDEM,2014,128 S BAXTER BLVD,07-14-2014,Housing,Notice/Order Issued,07-21-2014,false
31961343S,2014,1343 BORDEAUX CT,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
14820113S,2014,113 PENMOKEN PARK,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
31961339S,2014,1339 BORDEAUX CT,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
14360613S,2014,613 ORCHARD AVE,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
14360620S,2014,620 ORCHARD AVE,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
14360612S,2014,612 ORCHARD AVE,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
13953579S2,2014,3579 NIAGARA DR,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
06970310S,2014,310 FERGUSON ST,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
05591287S,2014,1287 DEVONPORT DR,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
10922393S,2014,2393 LA ROCHELLE RD,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
14820145S,2014,145 PENMOKEN PARK,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
24800409S,2014,409 MERRIBROOK CT,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
24800405S,2014,405 MERRIBROOK CT,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
14820166S,2014,166 PENMOKEN PARK,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
20883543S,2014,3543 WINTHROP DR,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
00231235S2,2014,1235 ALEXANDRIA DR,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
00231203S,2014,1203 ALEXANDRIA DR,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
02171271S2,2014,1271 BORDEAUX DR,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
05591275S,2014,1275 DEVONPORT DR,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
02171329S,2014,1329 BORDEAUX DR,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
02193444S,2014,3444 BOSTON RD,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
02193448S,2014,3448 BOSTON RD,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
24600493S,2014,493 MARBLEROCK WAY,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
38833440S,2014,3440 BOONE CREEK RD,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
02171323S,2014,1323 BORDEAUX DR,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
03641356S,2014,1356 CENTRE PKWY,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
03641340-1342S,2014,1340-1342 CENTRE PKWY,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
03641318-1320S,2014,1318-1320 CENTRE PKWY,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
02193440S2,2014,3440 BOSTON RD,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false
29430788,2014,788 EMMETT CREEK LN,07-14-2014,Housing,Notice/Order Issued,07-21-2014,false
17930112-4,2014,112 STATE ST,07-14-2014,Housing,Notice/Order Issued,07-21-2014,false
10111624#G5-4,2014,1624 JENNIFER RD#G5,07-14-2014,Housing,Notice/Order Issued,07-23-2014,false
11650364#25-3,2014,364 LIMA DR #25,07-14-2014,Housing,Notice/Order Issued,08-12-2014,false
04000301#2-4,2014,301 CHRISTY ALLYN CT#2,07-14-2014,Housing,Notice/Order Issued,07-21-2014,false
28013400S2,2014,3400 SANIBEL DR,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false
16000330S,2014,330 RICHMOND AVE,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false
04780933S3,2014,933 CRAMER AVE,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false
07510558S2,2014,558 FREEMAN DR,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false
03951072S,2014,1072 CHINOE RD,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false
06970316S,2014,316 FERGUSON ST,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false
05591291S,2014,1291 DEVONPORT DR,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false
06970449S2,2014,449 FERGUSON ST,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false
14360616S,2014,616 ORCHARD AVE,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false
14360622S,2014,622 ORCHARD AVE,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false
14360619S,2014,619 ORCHARD AVE,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false
17470200S,2014,200 SOUTHLAND DR,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false
18971233S,2014,1233 TISHOFF DR,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false
19450427S2,2014,427 S UPPER ST,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false
14820109S,2014,109 PENMOKEN PARK,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false
14820115S,2014,115 PENMOKEN PARK,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false
14820110S,2014,110 PENMOKEN PARK,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false
14820143S,2014,143 PENMOKEN PARK,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false
00231231S,2014,1231 ALEXANDRIA DR,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false
05591279S,2014,1279 DEVONPORT DR,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false
05591283S,2014,1283 DEVONPORT DR,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false
12680817S,2014,817 W MAXWELL ST,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false
13973625,2014,3625 NICHOLASVILLE RD,07-15-2014,Housing,Notice/Order Issued,07-21-2014,false
20161055-2,2014,1055 WELLINGTON WAY,07-15-2014,Housing,Notice/Order Issued,07-21-2014,false
05310953-7,2014,953 DAYTON AVE,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false
11650364#46,2014,364 LIMA DR #46,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false
08880532CONDEM2,2014,532 HARRY ST,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false
08880530CONDEM2,2014,530 HARRY ST,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false
02840102,2014,102 BURLEY AVE,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false
00340269-4,2014,269 AMERICAN AVE,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false
02840118-2,2014,118 BURLEY AVE,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false
16400335-3,2014,335 ROSS AVE,07-16-2014,Housing,Notice/Order Issued,07-16-2014,false
11660706#2-2,2014,706 N LIMESTONE #2,07-16-2014,Housing,Notice/Order Issued,07-16-2014,false
16400323-5,2014,323 ROSS AVE,07-16-2014,Housing,Notice/Order Issued,07-16-2014,false
16400333-8,2014,333 ROSS AVE,07-16-2014,Housing,Notice/Order Issued,07-16-2014,false
07030320-5,2014,320 W FIFTH ST,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false
14440201-4,2014,201 OWSLEY AVE,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false
01290248,2014,248 BASSETT AVE,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false
05470106-3,2014,106 DELMONT DR,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false
05470108,2014,108 DELMONT DR,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false
05470114-3,2014,114 DELMONT DR,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false
05470133,2014,133 DELMONT DR,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false
05470136-2,2014,136 DELMONT DR,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false
05470139,2014,139 DELMONT DR,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false
05470146,2014,146 DELMONT DR,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false
05470147-2,2014,147 DELMONT DR,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false
05470153,2014,153 DELMONT DR,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false
05470157-5,2014,157 DELMONT DR,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false
05470159-3,2014,159 DELMONT DR,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false
06001854,2014,1854 DUNKIRK DR,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false
06001859,2014,1859 DUNKIRK DR,07-16-2014,Housing,Notice/Order Issued,07-22-2014,false
06001866,2014,1866 DUNKIRK DR,07-16-2014,Housing,Notice/Order Issued,07-22-2014,false
06001869,2014,1869 DUNKIRK DR,07-16-2014,Housing,Notice/Order Issued,07-22-2014,false
06001870,2014,1870 DUNKIRK DR,07-16-2014,Housing,Notice/Order Issued,07-22-2014,false
06001887,2014,1887 DUNKIRK DR,07-16-2014,Housing,Notice/Order Issued,07-22-2014,false
06001895,2014,1895 DUNKIRK DR,07-16-2014,Housing,Notice/Order Issued,07-22-2014,false
04890629S,2014,629 CROMWELL WAY,07-17-2014,Housing,Notice/Order Issued,07-17-2014,false
04890631S,2014,631 CROMWELL WAY,07-17-2014,Housing,Notice/Order Issued,07-17-2014,false
04890633S,2014,633 CROMWELL WAY,07-17-2014,Housing,Notice/Order Issued,07-17-2014,false
13591157#A-3,2014,1157 MT RUSHMORE WAY,07-18-2014,Housing,Notice/Order Issued,07-21-2014,false
19840207-4,2014,207 WALLER AVE,07-18-2014,Housing,Notice/Order Issued,07-25-2014,false
00232136S3,2014,2136 ALEXANDRIA DR,07-21-2014,Housing,Notice/Order Issued,07-21-2014,false
06152109S,2014,2109 EASTWAY DR,07-21-2014,Housing,Notice/Order Issued,07-21-2014,false
06152201S,2014,2201 EASTWAY DR,07-21-2014,Housing,Notice/Order Issued,07-21-2014,false
19510166S,2014,166 VALLEY RD,07-21-2014,Housing,Notice/Order Issued,07-21-2014,false
19510172S,2014,172 VALLEY RD,07-21-2014,Housing,Notice/Order Issued,07-21-2014,false
19510176S,2014,176 VALLEY RD,07-21-2014,Housing,Notice/Order Issued,07-21-2014,false
17280251S,2014,251 SIMPSON AVE,07-21-2014,Housing,Notice/Order Issued,07-21-2014,false
19710226-2,2014,226 E VISTA ST,07-21-2014,Housing,Notice/Order Issued,07-25-2014,false
04000301EXT,2014,301 CHRISTY ALLYN CT EXTERIOR,07-21-2014,Housing,Notice/Order Issued,07-21-2014,false
16113587-3,2014,3587 RIVER PARK DR,07-21-2014,Housing,Notice/Order Issued,07-28-2014,false
19840127-2,2014,127 WALLER AVE,07-21-2014,Housing,Notice/Order Issued,07-29-2014,false
28562228S,2014,2228 BELMONT DR,07-22-2014,Housing,Notice/Order Issued,07-22-2014,false
02993500S,2014,3500 CAICOS CT,07-22-2014,Housing,Notice/Order Issued,07-22-2014,false
03641228-1230S,2014,1228-1230 CENTRE PKWY,07-22-2014,Housing,Notice/Order Issued,07-22-2014,false
03641232-1234S,2014,1232-1234 CENTRE PKWY,07-22-2014,Housing,Notice/Order Issued,07-22-2014,false
03641240-1242S,2014,1240-1242 CENTRE PKWY,07-22-2014,Housing,Notice/Order Issued,07-22-2014,false
03641250-12520S,2014,1250-1252 CENTRE PKWY,07-22-2014,Housing,Notice/Order Issued,07-22-2014,false
03641256-1258S,2014,1256-1258 CENTRE PKWY,07-22-2014,Housing,Notice/Order Issued,07-22-2014,false
03641260-1262S,2014,1260-1262 CENTRE PKWY,07-22-2014,Housing,Notice/Order Issued,07-22-2014,false
03641268-1270S,2014,1268-1270 CENTRE PKWY,07-22-2014,Housing,Notice/Order Issued,07-22-2014,false
03641272-1274S,2014,1272-1274 CENTRE PKWY,07-22-2014,Housing,Notice/Order Issued,07-22-2014,false
03641225-1257S,2014,1225-1257 CENTRE PKWY,07-22-2014,Housing,Notice/Order Issued,07-22-2014,false
03641330-1332S,2014,1330-1332 CENTRE PKWY,07-22-2014,Housing,Notice/Order Issued,07-22-2014,false
03641326-1328S,2014,1326-1328 CENTRE PKWY,07-22-2014,Housing,Notice/Order Issued,07-22-2014,false
03641276-1278S,2014,1276-1278 CENTRE PKWY,07-22-2014,Housing,Notice/Order Issued,07-22-2014,false
03641280-1282S,2014,1280-1282 CENTRE PKWY,07-22-2014,Housing,Notice/Order Issued,07-22-2014,false
03641284-1286S,2014,1284-1286 CENTRE PKWY,07-22-2014,Housing,Notice/Order Issued,07-22-2014,false
03641285S,2014,1285 CENTRE PKWY,07-22-2014,Housing,Notice/Order Issued,07-22-2014,false
03641288-1292S,2014,1288-1292 CENTRE PKWY,07-22-2014,Housing,Notice/Order Issued,07-22-2014,false
03641294-1298S,2014,1294-1298 CENTRE PKWY,07-22-2014,Housing,Notice/Order Issued,07-22-2014,false
03641301-1333S,2014,1301-1333 CENTRE PKWY,07-22-2014,Housing,Notice/Order Issued,07-22-2014,false
03641302-1304S,2014,1302-1304 CENTRE PKWY,07-22-2014,Housing,Notice/Order Issued,07-22-2014,false
25300750S,2014,750 MILLPOND RD,07-22-2014,Housing,Notice/Order Issued,07-22-2014,false
