CaseNo,CaseYr,Address,DateOpened,CaseType,Status,StatusDate,Closed,parcel_id,lat,long
11650364#45-3,2014,364 LIMA DR #45,07-08-2014,Housing,Notice/Order Issued,07-15-2014,false,10275450,-84.5129815539251,38.0735514802195
20410945-3,2014,945 WHITNEY AVE,07-08-2014,Housing,Notice/Order Issued,07-21-2014,false,14094500,-84.5064351395263,38.0629520197392
24492677-2687EXT,2014,2677-2687 CHANT CT AKA 200 ALSAB CT,07-08-2014,Housing,Notice/Order Issued,07-08-2014,false,11967750,-84.4514623875051,38.0129896971805
24492665-2675EXT,2014,2665-2675 CHANT CT AKA 200 ALSAB CT,07-08-2014,Housing,Notice/Order Issued,07-08-2014,false,11967750,-84.4514623875051,38.0129896971805
24492689-2703EXT,2014,2689-2703 CHANT CT AKA 200 ALSAB CT,07-08-2014,Housing,Notice/Order Issued,07-08-2014,false,11967750,-84.4514623875051,38.0129896971805
16840565-4,2014,565 W SECOND ST,07-08-2014,Housing,Notice/Order Issued,07-08-2014,false,13185700,-84.5017735170794,38.0552590072471
07770660-2,2014,660 GAY PL,07-08-2014,Housing,Notice/Order Issued,07-08-2014,false,25137000,-84.4600630283445,38.0519216589351
43822809,2014,2809 STYX CT (AKA 2811 STYX CT),07-09-2014,Housing,Notice/Order Issued,07-21-2014,false,19963120,-84.4813537066333,37.9701002457759
06080211-2,2014,211 EASTERN AVE,07-09-2014,Housing,Notice/Order Issued,07-16-2014,false,14209300,-84.4881394881791,38.0443854355228
06080209-2,2014,209 EASTERN AVE,07-09-2014,Housing,Notice/Order Issued,07-16-2014,false,16038000,-84.4882275485591,38.0443255547235
07770664,2014,664 GAY PL,07-09-2014,Housing,Notice/Order Issued,07-09-2014,false,25022000,-84.4601185427168,38.0523061399302
07770662-2,2014,662 GAY PL,07-09-2014,Housing,Notice/Order Issued,07-09-2014,false,15136900,-84.4599488150881,38.0520960106633
07770668-2,2014,668 GAY PL,07-09-2014,Housing,Notice/Order Issued,07-09-2014,false,15845300,-84.4602789581375,38.0524676141778
07770672,2014,672 GAY PL,07-09-2014,Housing,Notice/Order Issued,07-09-2014,false,16604200,-84.4605679848342,38.0527384631359
07770674-2,2014,674 GAY PL,07-09-2014,Housing,Notice/Order Issued,07-09-2014,false,15805650,-84.4606929494179,38.0528703416354
07770676,2014,676 GAY PL,07-09-2014,Housing,Notice/Order Issued,07-09-2014,false,16509500,-84.4608179828948,38.0530021182838
07770678,2014,678 GAY PL,07-09-2014,Housing,Notice/Order Issued,07-09-2014,false,10510400,-84.4609428744893,38.0531340180961
07770680,2014,680 GAY PL,07-09-2014,Housing,Notice/Order Issued,07-09-2014,false,12898400,-84.4610677333574,38.0532658265782
07770682,2014,682 GAY PL,07-09-2014,Housing,Notice/Order Issued,07-09-2014,false,11562050,-84.4611928190317,38.0533976445243
07770684,2014,684 GAY PL,07-09-2014,Housing,Notice/Order Issued,07-09-2014,false,16120850,-84.4613194386564,38.0535287656803
07770688,2014,688 GAY PL,07-09-2014,Housing,Notice/Order Issued,07-09-2014,false,15390100,-84.4615880902326,38.0537815821884
07770690,2014,690 GAY PL,07-09-2014,Housing,Notice/Order Issued,07-09-2014,false,12976000,-84.461708664196,38.0539024865476
07770692,2014,692 GAY PL,07-09-2014,Housing,Notice/Order Issued,07-09-2014,false,10639200,-84.4618190300604,38.0540176152582
07770689,2014,689 GAY PL,07-09-2014,Housing,Notice/Order Issued,07-09-2014,false,16674900,-84.4623789226049,38.0535661498854
07770687,2014,687 GAY PL,07-09-2014,Housing,Notice/Order Issued,07-09-2014,false,11147900,-84.4622236500606,38.0534561725643
07770681,2014,681 GAY PL,07-09-2014,Housing,Notice/Order Issued,07-09-2014,false,15143400,-84.4617784809158,38.0531047091032
07770677,2014,677 GAY PL,07-09-2014,Housing,Notice/Order Issued,07-09-2014,false,12202800,-84.4614918372741,38.0528337461441
07770675-3,2014,675 GAY PL,07-09-2014,Housing,Notice/Order Issued,07-09-2014,false,15748800,-84.4613428964958,38.0526884851554
07770655,2014,655 GAY PL,07-09-2014,Housing,Notice/Order Issued,07-09-2014,false,11580500,-84.4608510741089,38.0521866892608
21012462,2014,2462 WOODHILL DR,07-09-2014,Housing,Notice/Order Issued,07-14-2014,false,14510900,-84.4494781784426,38.0154561563924
10082240,2014,2240 JASMINE DR,07-09-2014,Housing,Notice/Order Issued,07-10-2014,false,16117450,-84.5504096406904,38.0257914703504
13910160-2,2014,160 NEWCASTLE ST,07-10-2014,Housing,Notice/Order Issued,07-21-2014,false,10619650,-84.5463975616213,38.0571701721018
03641205#9,2014,1205 CENTRE PKWY #9,07-11-2014,Housing,Notice/Order Issued,07-21-2014,false,04016940,-84.4817385703162,37.9809910246625
17100152S3,2014,152 SHERMAN AVE,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,34595500,-84.4753458328557,38.0299850118695
18061030S,2014,1030 STRADER DR,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,42840700,-84.4636494300469,38.0412833935116
04780931S2,2014,931 CRAMER AVE,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,17035150,-84.4773664933315,38.0360439890434
04780929S,2014,929 CRAMER AVE,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,10785950,-84.4774590902614,38.0361248461536
04062207S,2014,2207 CIRCLE DR,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,24095650,-84.4534929962997,38.079036253651
07510523S2,2014,523 FREEMAN DR,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,20111000,-84.4533434478032,38.0808315893007
07510518S2,2014,518 FREEMAN DR,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,22980600,-84.4538819862531,38.0802475951875
25262217S,2014,2217 ACORN CT,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,20077060,-84.4429837687161,38.0700432638487
07770638S2,2014,638 GAY PL,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,17057700,-84.4614800017867,38.0515970331729
28562244S,2014,2244 BELMONT DR,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,19310250,-84.4442992819149,38.0716714528964
01360128CONDEM,2014,128 S BAXTER BLVD,07-14-2014,Housing,Notice/Order Issued,07-21-2014,false,25866350,-84.3631548770112,37.9475348532373
31961343S,2014,1343 BORDEAUX CT,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,10448000,-84.5568344809929,38.0488286353236
14820113S,2014,113 PENMOKEN PARK,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,21904300,-84.5165169033501,38.0168197511397
14820141S,2014,141 PENMOKEN PARK,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,21855200,-84.5187426282923,38.0175877771635
31961339S,2014,1339 BORDEAUX CT,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,16220900,-84.5565360123188,38.0490111732237
14360613S,2014,613 ORCHARD AVE,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,13565175,-84.4955048332625,38.0308135164494
14360620S,2014,620 ORCHARD AVE,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,15224750,-84.495682962891,38.030349362171
14360612S,2014,612 ORCHARD AVE,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,17039675,-84.4959145908185,38.0305196830009
13953579S2,2014,3579 NIAGARA DR,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,12580283,-84.478196864953,37.968022430973
06970310S,2014,310 FERGUSON ST,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,12508700,-84.5163750184417,38.0531378946632
05591287S,2014,1287 DEVONPORT DR,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,15058900,-84.5546036472013,38.0510627600605
10922393S,2014,2393 LA ROCHELLE RD,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,10781600,-84.5546435032906,38.0506675004968
14820145S,2014,145 PENMOKEN PARK,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,25135700,-84.5190684816244,38.0177044602976
24800409S,2014,409 MERRIBROOK CT,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,20103230,-84.5434894261746,37.9822125839176
24800405S,2014,405 MERRIBROOK CT,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,20069230,-84.5432941142917,37.9821324797669
14820166S,2014,166 PENMOKEN PARK,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,23562450,-84.5208038763289,38.0176900132475
20883543S,2014,3543 WINTHROP DR,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,20069220,-84.5430497466586,37.9820429942265
00231235S2,2014,1235 ALEXANDRIA DR,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,13881950,-84.5530898803593,38.0533581318889
00231203S,2014,1203 ALEXANDRIA DR,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,13128400,-84.5539744515424,38.0542912791583
02171271S2,2014,1271 BORDEAUX DR,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,13113000,-84.5557776654602,38.0519237132157
05591275S,2014,1275 DEVONPORT DR,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,10250550,-84.5540716930259,38.0516389028267
02171329S,2014,1329 BORDEAUX DR,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,16772100,-84.5559456832295,38.0491713086698
02193444S,2014,3444 BOSTON RD,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,20053375,-84.5440962206977,37.9877029489051
02193448S,2014,3448 BOSTON RD,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,25607950,-84.5443093101111,37.9876314985272
24600493S,2014,493 MARBLEROCK WAY,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,20062970,-84.5474984289057,37.9840329097227
38833440S,2014,3440 BOONE CREEK RD,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,38082460,-84.3980848853121,37.9946706083415
02171323S,2014,1323 BORDEAUX DR,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,14804700,-84.5557371520761,38.0493952368357
03641356S,2014,1356 CENTRE PKWY,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,13478600,-84.4745015025795,37.9828887111526
03641340-1342S,2014,1340-1342 CENTRE PKWY,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,16934350,-84.4749924968992,37.9821867680117
03641318-1320S,2014,1318-1320 CENTRE PKWY,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,14150275,-84.4754930840444,37.9814728986593
02193440S2,2014,3440 BOSTON RD,07-14-2014,Housing,Notice/Order Issued,07-14-2014,false,20644200,-84.5438763907497,37.9877841986871
29430788,2014,788 EMMETT CREEK LN,07-14-2014,Housing,Notice/Order Issued,07-21-2014,false,19319450,-84.5076774445239,37.9595424251592
17930112-4,2014,112 STATE ST,07-14-2014,Housing,Notice/Order Issued,07-21-2014,false,22634900,-84.5110729762709,38.0299139218775
10111624#G5-4,2014,1624 JENNIFER RD#G5,07-14-2014,Housing,Notice/Order Issued,07-23-2014,false,16718500,-84.4500135318245,38.0460567116104
11650364#25-3,2014,364 LIMA DR #25,07-14-2014,Housing,Notice/Order Issued,08-12-2014,false,10275450,-84.5129815539251,38.0735514802195
04000301#2-4,2014,301 CHRISTY ALLYN CT#2,07-14-2014,Housing,Notice/Order Issued,07-21-2014,false,12459556,-84.4527073701428,38.0170996113996
28013400S2,2014,3400 SANIBEL DR,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false,20125990,-84.4113070390852,38.0038969225682
16000330S,2014,330 RICHMOND AVE,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false,44714600,-84.4743588696463,38.0375135083224
04780933S3,2014,933 CRAMER AVE,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false,17035200,-84.4772777207453,38.0359608981059
07510558S2,2014,558 FREEMAN DR,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false,23097900,-84.4557780656287,38.0821183576838
03951072S,2014,1072 CHINOE RD,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false,10040330,-84.4810261982014,37.9966181356968
06970316S,2014,316 FERGUSON ST,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false,12511600,-84.5163728513035,38.0530318003532
05591291S,2014,1291 DEVONPORT DR,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false,13258400,-84.5546164131647,38.0508665893123
06970449S2,2014,449 FERGUSON ST,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false,16407300,-84.5166463064512,38.0515102969932
14360616S,2014,616 ORCHARD AVE,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false,11982700,-84.4958122649865,38.0304373642146
14360622S,2014,622 ORCHARD AVE,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false,16136300,-84.495574020608,38.0302548018098
14360619S,2014,619 ORCHARD AVE,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false,16302700,-84.4952647664584,38.0306509339086
17470200S,2014,200 SOUTHLAND DR,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false,15644600,-84.5201035059551,38.0123651511042
18971233S,2014,1233 TISHOFF DR,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false,14716380,-84.4874505518706,37.9944419580084
19450427S2,2014,427 S UPPER ST,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false,12990506,-84.5031747916745,38.0437548884642
14820109S,2014,109 PENMOKEN PARK,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false,24630970,-84.5162063510233,38.0167093452112
14820115S,2014,115 PENMOKEN PARK,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false,20992200,-84.5166752392635,38.0168728613266
14820110S,2014,110 PENMOKEN PARK,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false,26369000,-84.5166477943999,38.0162375015874
14820143S,2014,143 PENMOKEN PARK,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false,24031750,-84.518907792492,38.0176456668209
00231231S,2014,1231 ALEXANDRIA DR,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false,13968500,-84.5531087776621,38.0535316143007
05591279S,2014,1279 DEVONPORT DR,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false,14694101,-84.5544565333805,38.0513971558105
05591283S,2014,1283 DEVONPORT DR,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false,16463201,-84.5545636332731,38.0512441341325
12680817S,2014,817 W MAXWELL ST,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false,14273700,-84.5080581040525,38.0497123311594
13973625,2014,3625 NICHOLASVILLE RD,07-15-2014,Housing,Notice/Order Issued,07-21-2014,false,20119820,-84.5286008067261,37.9861277964216
20161055-2,2014,1055 WELLINGTON WAY,07-15-2014,Housing,Notice/Order Issued,07-21-2014,false,38199540,-84.5707389146465,38.0062066999598
05310953-7,2014,953 DAYTON AVE,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false,12195200,-84.4701159771431,38.0397277163571
11650364#46,2014,364 LIMA DR #46,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false,10275450,-84.5129815539251,38.0735514802195
08880532CONDEM2,2014,532 HARRY ST,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false,15442475,-84.4879167593626,38.0533335632593
08880530CONDEM2,2014,530 HARRY ST,07-15-2014,Housing,Notice/Order Issued,07-15-2014,false,15442425,-84.4879533151631,38.0532984766911
13572809EMER,2014,2809 MT MCKINLEY WAY,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false,11887765,-84.4641017101429,37.9850745995677
02840102,2014,102 BURLEY AVE,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false,42963900,-84.5153389631053,38.0323090224323
00340269-4,2014,269 AMERICAN AVE,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false,43783800,-84.5173768404695,38.0335738205617
02840118-2,2014,118 BURLEY AVE,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false,43650000,-84.5161494791461,38.033004429155
16400335-3,2014,335 ROSS AVE,07-16-2014,Housing,Notice/Order Issued,07-16-2014,false,15357900,-84.4971841967339,38.0553471998348
11660706#2-2,2014,706 N LIMESTONE #2,07-16-2014,Housing,Notice/Order Issued,07-16-2014,false,11581250,-84.4838001633726,38.0554397803961
16400323-5,2014,323 ROSS AVE,07-16-2014,Housing,Notice/Order Issued,07-16-2014,false,16812400,-84.4975253745963,38.0551001717951
16400333-8,2014,333 ROSS AVE,07-16-2014,Housing,Notice/Order Issued,07-16-2014,false,12808250,-84.4972695075647,38.0552854184255
07030320-5,2014,320 W FIFTH ST,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false,10044040,-84.4907819193846,38.0542964831377
14440201-4,2014,201 OWSLEY AVE,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false,45772750,-84.477529515471,38.0341372662117
01290248,2014,248 BASSETT AVE,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false,40752850,-84.4732181180064,38.0326602618182
05470106-3,2014,106 DELMONT DR,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false,23518100,-84.5280797636249,38.0503745194999
05470108,2014,108 DELMONT DR,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false,27287400,-84.5280641852161,38.0505362351557
05470114-3,2014,114 DELMONT DR,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false,24533500,-84.5282102137278,38.0510301040758
05470133,2014,133 DELMONT DR,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false,25752500,-84.5291046515639,38.0517669839339
05470136-2,2014,136 DELMONT DR,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false,13581100,-84.5293212268671,38.0522397199874
05470139,2014,139 DELMONT DR,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false,16531100,-84.5283526740214,38.0524189541851
05470146,2014,146 DELMONT DR,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false,13287600,-84.5303401899465,38.052390790893
05470147-2,2014,147 DELMONT DR,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false,16677600,-84.5293311676125,38.0527223406003
05470153,2014,153 DELMONT DR,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false,13959300,-84.5299163520323,38.0528634083915
05470157-5,2014,157 DELMONT DR,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false,15510408,-84.5304020715158,38.0529872775418
05470159-3,2014,159 DELMONT DR,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false,15510407,-84.5306443350203,38.053044288472
06001854,2014,1854 DUNKIRK DR,07-16-2014,Housing,Notice/Order Issued,07-21-2014,false,12662300,-84.5339160234318,38.0535735409884
06001859,2014,1859 DUNKIRK DR,07-16-2014,Housing,Notice/Order Issued,07-22-2014,false,14319400,-84.533906413051,38.0541502159983
06001866,2014,1866 DUNKIRK DR,07-16-2014,Housing,Notice/Order Issued,07-22-2014,false,12655300,-84.5350025020644,38.0541271241298
06001869,2014,1869 DUNKIRK DR,07-16-2014,Housing,Notice/Order Issued,07-22-2014,false,16870400,-84.5347624305251,38.0545977366164
06001870,2014,1870 DUNKIRK DR,07-16-2014,Housing,Notice/Order Issued,07-22-2014,false,14473250,-84.5353549570955,38.0543074088091
06001887,2014,1887 DUNKIRK DR,07-16-2014,Housing,Notice/Order Issued,07-22-2014,false,17037500,-84.5363627998064,38.0553951890784
06001895,2014,1895 DUNKIRK DR,07-16-2014,Housing,Notice/Order Issued,07-22-2014,false,15013900,-84.53710865904,38.055722104862
04890629S,2014,629 CROMWELL WAY,07-17-2014,Housing,Notice/Order Issued,07-17-2014,false,26170000,-84.5575275381794,37.9892968468394
04890631S,2014,631 CROMWELL WAY,07-17-2014,Housing,Notice/Order Issued,07-17-2014,false,21095050,-84.5576901685841,37.9894556352195
04890633S,2014,633 CROMWELL WAY,07-17-2014,Housing,Notice/Order Issued,07-17-2014,false,21742800,-84.5578788898132,37.9896554357397
13591157#A-3,2014,1157 MT RUSHMORE WAY,07-18-2014,Housing,Notice/Order Issued,07-21-2014,false,20276659,-84.460280573802,37.9832882558165
19840207-4,2014,207 WALLER AVE,07-18-2014,Housing,Notice/Order Issued,07-25-2014,false,27092125,-84.5135713044984,38.0290422080839
00232136S3,2014,2136 ALEXANDRIA DR,07-21-2014,Housing,Notice/Order Issued,07-21-2014,false,11694500,-84.5525714552606,38.0253970717278
03343272S2,2014,3272 CARRIAGE LN,07-21-2014,Housing,Notice/Order Issued,07-21-2014,false,13620841,-84.4650665279631,37.9866618730274
06152109S,2014,2109 EASTWAY DR,07-21-2014,Housing,Notice/Order Issued,07-21-2014,false,14638500,-84.5246044782282,38.0153187040069
06152201S,2014,2201 EASTWAY DR,07-21-2014,Housing,Notice/Order Issued,07-21-2014,false,24122300,-84.5247791601831,38.0149935767351
19510166S,2014,166 VALLEY RD,07-21-2014,Housing,Notice/Order Issued,07-21-2014,false,25123500,-84.5096625313877,38.0114039058318
19510172S,2014,172 VALLEY RD,07-21-2014,Housing,Notice/Order Issued,07-21-2014,false,21788050,-84.5096934922883,38.0111104052138
